Date,Open,High,Low,Close,Adj Close,Volume
5/20/2020,184.809998,185.850006,183.940002,185.660004,184.728653,31261300
5/21/2020,185.399994,186.669998,183.289993,183.429993,182.509842,29119500
5/22/2020,183.190002,184.460007,182.539993,183.509995,182.589432,20826900
5/26/2020,186.339996,186.5,181.100006,181.570007,180.65918,36073600
5/27/2020,180.199997,181.990005,176.600006,181.809998,180.897964,39517100
5/28/2020,180.740005,184.149994,180.380005,181.399994,180.490021,33810200
5/29/2020,182.729996,184.270004,180.410004,183.25,182.33075,42146700
6/1/2020,182.539993,183,181.460007,182.830002,181.912857,22622400
6/2/2020,184.25,185,181.350006,184.910004,183.982422,30794600
6/3/2020,184.820007,185.940002,183.580002,185.360001,184.430161,27311000
6/4/2020,184.300003,185.839996,182.300003,182.919998,182.002396,28761800
6/5/2020,182.619995,187.729996,182.009995,187.199997,186.260925,39874600
6/8/2020,185.940002,188.550003,184.440002,188.360001,187.4151,33211600
6/9/2020,188,190.699997,187.259995,189.800003,188.8479,29783900
6/10/2020,191.130005,198.520004,191.009995,196.839996,195.85257,43872300
6/11/2020,193.130005,195.759995,186.070007,186.270004,185.335602,52854700
6/12/2020,190.539993,191.720001,185.179993,187.740005,186.798218,43345700
6/15/2020,184.580002,190.820007,184.009995,188.940002,187.992203,32770200
6/16/2020,192.889999,195.580002,191.460007,193.570007,192.598984,42556700
6/17/2020,195.029999,196.320007,193.690002,194.240005,193.265625,25655900
6/18/2020,194,196.490005,194,196.320007,195.33519,23061600
6/19/2020,198.589996,199.289993,194.369995,195.149994,194.171036,44441100
6/22/2020,195.789993,200.759995,195.229996,200.570007,199.563873,32818900
6/23/2020,202.089996,203.949997,201.429993,201.910004,200.897141,30917400
6/24/2020,201.600006,203.25,196.559998,197.839996,196.847549,36740600
6/25/2020,197.800003,200.610001,195.470001,200.339996,199.335007,27803900
6/26/2020,199.729996,199.889999,194.880005,196.330002,195.345123,54675800
6/29/2020,195.779999,198.529999,193.550003,198.440002,197.44455,26701600
6/30/2020,197.880005,204.399994,197.740005,203.509995,202.489105,34310300
7/1/2020,203.139999,206.350006,201.770004,204.699997,203.673141,32061200
7/2/2020,205.679993,208.020004,205,206.259995,205.225311,29315800
7/6/2020,208.830002,211.130005,208.089996,210.699997,209.643036,31897600
7/7/2020,210.449997,214.669998,207.990005,208.25,207.205322,33600700
7/8/2020,210.070007,213.259995,208.690002,212.830002,211.76236,33600000
7/9/2020,216.330002,216.380005,211.470001,214.320007,213.244904,33121700
7/10/2020,213.619995,214.080002,211.080002,213.669998,212.598145,26177600
7/13/2020,214.479996,215.800003,206.5,207.070007,206.03125,38135600
7/14/2020,206.130005,208.850006,202.029999,208.350006,207.30484,37591800
7/15/2020,209.559998,211.330002,205.029999,208.039993,206.996368,32179400
7/16/2020,205.399994,205.699997,202.309998,203.919998,202.897049,29940700
7/17/2020,204.470001,205.039993,201.389999,202.880005,201.862274,31635300
7/20/2020,205,212.300003,203.009995,211.600006,210.538528,36884800
7/21/2020,213.660004,213.940002,208.029999,208.75,207.70282,38105800
7/22/2020,209.199997,212.300003,208.389999,211.75,210.687775,49605700
7/23/2020,207.190002,210.919998,202.149994,202.539993,201.523972,67457000
7/24/2020,200.419998,202.860001,197.509995,201.300003,200.290207,39827000
7/27/2020,201.470001,203.970001,200.860001,203.850006,202.827408,30160900
7/28/2020,203.610001,204.699997,201.740005,202.020004,201.006592,23251400
7/29/2020,202.5,204.649994,202.009995,204.059998,203.036346,19632600
7/30/2020,201,204.460007,199.570007,203.899994,202.877151,25079600
7/31/2020,204.399994,205.100006,199.009995,205.009995,203.981583,51248000
8/3/2020,211.520004,217.639999,210.440002,216.539993,215.453751,78983000
8/4/2020,214.169998,214.770004,210.309998,213.289993,212.220047,49280100
8/5/2020,214.899994,215,211.570007,212.940002,211.871811,28858600
8/6/2020,212.339996,216.369995,211.550003,216.350006,215.264709,32656800
8/7/2020,214.850006,215.699997,210.929993,212.479996,211.414124,27789600
8/10/2020,211.669998,211.880005,206.350006,208.25,207.205322,36716500
8/11/2020,207.160004,207.649994,203.139999,203.380005,202.359772,36446500
8/12/2020,205.289993,210.279999,204.75,209.190002,208.140625,28041400
8/13/2020,209.440002,211.350006,208.149994,208.699997,207.653061,22588900
8/14/2020,208.759995,209.589996,207.509995,208.899994,207.852066,17958900
8/17/2020,209.600006,211.190002,208.919998,210.279999,209.225143,20184800
8/18/2020,210.529999,212.360001,209.210007,211.490005,210.429092,21336200
8/19/2020,211.490005,212.100006,209.25,209.699997,209.15242,27627600
8/20/2020,209.539993,215,208.910004,214.580002,214.019684,26981500
8/21/2020,213.860001,216.25,212.850006,213.020004,212.46376,36249300
8/24/2020,214.789993,215.520004,212.429993,213.690002,213.132004,25460100
8/25/2020,213.100006,216.610001,213.100006,216.470001,215.904755,23043700
8/26/2020,217.880005,222.089996,217.360001,221.149994,220.572525,39600800
8/27/2020,222.889999,231.149994,219.399994,226.580002,225.988358,57602200
8/28/2020,228.179993,230.639999,226.580002,228.910004,228.312271,26292900
8/31/2020,227,228.699997,224.309998,225.529999,224.941086,28774200
9/1/2020,225.509995,227.449997,224.429993,227.270004,226.676559,25791200
9/2/2020,227.970001,232.860001,227.350006,231.649994,231.045105,34080800
9/3/2020,229.270004,229.309998,214.960007,217.300003,216.73259,58400300
9/4/2020,215.100006,218.360001,205.190002,214.25,213.690552,59664100
9/8/2020,206.5,210.029999,202.199997,202.660004,202.130814,52924300
9/9/2020,207.600006,214.839996,206.699997,211.289993,210.738266,45679000
9/10/2020,213.399994,214.740005,204.110001,205.369995,204.833725,35461500
9/11/2020,207.199997,208.630005,201.240005,204.029999,203.497238,33620100
9/14/2020,204.240005,209.199997,204.029999,205.410004,204.873627,30375800
9/15/2020,208.419998,209.779999,206.929993,208.779999,208.234833,21823900
9/16/2020,210.619995,210.649994,204.639999,205.050003,204.514572,26328100
9/17/2020,200.050003,204.330002,199.960007,202.910004,202.380157,34011300
9/18/2020,202.800003,203.649994,196.25,200.389999,199.86673,55225300
9/21/2020,197.190002,202.710007,196.380005,202.539993,202.011124,39839700
9/22/2020,205.059998,208.100006,202.080002,207.419998,206.878372,33517100
9/23/2020,207.899994,208.100006,200.029999,200.589996,200.066208,30803800
9/24/2020,199.850006,205.570007,199.199997,203.190002,202.659424,31202500
9/25/2020,203.550003,209.039993,202.539993,207.820007,207.277344,29437300
9/28/2020,210.880005,212.570007,208.059998,209.440002,208.893112,32004900
9/29/2020,209.350006,210.070007,206.809998,207.259995,206.718796,24221900
9/30/2020,207.729996,211.979996,206.539993,210.330002,209.780777,33780700
10/1/2020,213.490005,213.990005,211.320007,212.460007,211.905228,27158400
10/2/2020,208,210.990005,205.539993,206.190002,205.651596,33154800
10/5/2020,207.220001,210.410004,206.979996,210.380005,209.830658,21331600
10/6/2020,208.820007,210.179993,204.820007,205.910004,205.37233,28554300
10/7/2020,207.059998,210.110001,206.720001,209.830002,209.282089,25681100
10/8/2020,210.509995,211.190002,208.320007,210.580002,210.030136,19925800
10/9/2020,211.229996,215.860001,211.229996,215.809998,215.246475,26458000
10/12/2020,218.789993,223.860001,216.809998,221.399994,220.821869,40461400
10/13/2020,222.720001,225.210007,220.429993,222.860001,222.278061,28950800
10/14/2020,223,224.220001,219.130005,220.860001,220.283279,23451700
10/15/2020,217.100006,220.360001,216.009995,219.660004,219.086426,22733100
10/16/2020,220.149994,222.289993,219.320007,219.660004,219.086426,26057900
10/19/2020,220.419998,222.300003,213.720001,214.220001,213.660629,27625800
10/20/2020,215.800003,217.369995,213.089996,214.649994,214.089493,22753500
10/21/2020,213.119995,216.919998,213.119995,214.800003,214.23912,22724900
10/22/2020,213.929993,216.059998,211.699997,214.889999,214.328873,22351500
10/23/2020,215.029999,216.279999,213.160004,216.229996,215.665375,18879600
10/26/2020,213.850006,216.339996,208.100006,210.080002,209.531433,37111600
10/27/2020,211.589996,214.669998,210.330002,213.25,212.693161,36700300
10/28/2020,207.669998,208.839996,202.100006,202.679993,202.150757,51195600
10/29/2020,204.070007,207.360001,203.369995,204.720001,204.185425,31432600
10/30/2020,203.5,204.289993,199.619995,202.470001,201.941315,36953700
11/2/2020,204.289993,205.279999,200.119995,202.330002,201.801666,30842200
11/3/2020,203.889999,208.119995,203.119995,206.429993,205.890961,27512000
11/4/2020,214.020004,218.320007,212.419998,216.389999,215.824951,42311800
11/5/2020,222.039993,224.119995,221.149994,223.289993,222.70694,36080100
11/6/2020,222.259995,224.360001,218.029999,223.720001,223.135818,25231900
11/9/2020,224.440002,228.119995,217.880005,218.389999,217.819733,44395000
11/10/2020,214.5,216.5,209.720001,211.009995,210.459,44045100
11/11/2020,212.389999,218.039993,212.199997,216.550003,215.984543,29440800
11/12/2020,217.210007,219.110001,214.460007,215.440002,214.877441,21593900
11/13/2020,216.360001,217.419998,214.160004,216.509995,215.944641,18621100
11/16/2020,214.869995,217.740005,214.520004,217.229996,216.662766,24953300
11/17/2020,216.100006,217.679993,214.080002,214.460007,213.900009,24154100
11/18/2020,213.649994,215.169998,210.929993,211.080002,211.080002,28372800
11/19/2020,211.380005,213.029999,209.929993,212.419998,212.419998,24792700
11/20/2020,212.199997,213.289993,210,210.389999,210.389999,22829100
11/23/2020,210.949997,212.289993,208.160004,210.110001,210.110001,25683500
11/24/2020,209.589996,214.25,208.860001,213.860001,213.860001,33979700
11/25/2020,215.110001,215.289993,212.460007,213.869995,213.869995,21012900
11/27/2020,214.850006,216.270004,214.039993,215.229996,215.229996,14512200
11/30/2020,214.100006,214.759995,210.839996,214.070007,214.070007,33064800
12/1/2020,214.509995,217.320007,213.350006,216.210007,216.210007,30931300
12/2/2020,214.880005,215.470001,212.800003,215.369995,215.369995,23724500
12/3/2020,214.610001,216.380005,213.649994,214.240005,214.240005,25120900
12/4/2020,214.220001,215.380005,213.179993,214.360001,214.360001,24433900
